Date,strategy,bench,position
2026-05-27,-0.0001731819956434233,-0.0001731819956434233,1.0
2026-05-28,0.005516544483684438,0.005516544483684438,1.0
2026-05-29,0.002491413132097442,0.002491413132097442,1.0
2026-06-01,0.002723144858072235,0.002723144858072235,1.0
2026-06-02,0.0013579151752256546,0.0013579151752256546,1.0
2026-06-03,-0.00701716271996522,-0.00701716271996522,1.0
2026-06-04,0.003778634283035931,0.003778634283035931,1.0
2026-06-05,-0.025809369612244448,-0.025809369612244448,1.0
2026-06-08,0.002264222440912178,0.002264222440912178,1.0
2026-06-09,-0.002935520049857532,-0.002935520049857532,1.0
2026-06-10,-0.0157655110158077,-0.0157655110158077,1.0
2026-06-11,0.016996857394830034,0.016996857394830034,1.0
2026-06-12,0.005408207317551872,0.005408207317551872,1.0
2026-06-15,0.017634009390668393,0.017634009390668393,1.0
2026-06-16,-0.005961575485861181,-0.005961575485861181,1.0
2026-06-17,-0.01248789492983049,-0.01248789492983049,1.0
2026-06-18,0.010396979807429707,0.010396979807429707,1.0
2026-06-22,-0.0031469282666526377,-0.0031469282666526377,1.0
2026-06-23,-0.014522012225013592,-0.014522012225013592,1.0
2026-06-24,-0.0004635003677893046,-0.0004635003677893046,1.0
2026-06-25,0.0014456368287247834,0.0014456368287247834,1.0
2026-06-26,-0.007231332133985857,-0.007231332133985857,1.0
2026-06-29,0.01647481275894025,0.01647481275894025,1.0
2026-06-30,0.007786815227913024,0.007786815227913024,1.0
2026-07-01,-0.0013525036475483532,-0.0013525036475483532,1.0
2026-07-02,-0.0013140507435593918,-0.0013140507435593918,1.0
2026-07-06,0.008727392224116226,0.008727392224116226,1.0
2026-07-07,-0.004751890339538711,-0.004751890339538711,1.0
2026-07-08,-0.0030894091522385425,-0.0030894091522385425,1.0
2026-07-09,0.008465256756416295,0.008465256756416295,1.0
2026-07-10,0.004310118179872147,0.004310118179872147,1.0
2026-07-13,-0.007656140611366324,-0.007656140611366324,1.0
2026-07-14,0.0035506379166867497,0.0035506379166867497,1.0
2026-07-15,0.003963630921285599,0.003963630921285599,1.0
2026-07-16,-0.005418616825605738,-0.005418616825605738,1.0
2026-07-17,-0.009897199757215702,-0.009897199757215702,1.0
2026-07-20,-0.0016143534967409945,-0.0016143534967409945,1.0
2026-07-21,0.008341327043244195,0.008341327043244195,1.0
2026-07-22,-0.001162766737217713,-0.001162766737217713,1.0
2026-07-23,-0.012349253784127878,-0.012349253784127878,1.0
2026-07-24,0.0010159657563921787,0.0010159657563921787,1.0
2026-07-27,0.00021661654234961247,0.00021661654234961247,1.0
2026-07-28,0.0023947666975516757,0.0023947666975516757,1.0
2026-07-29,-0.015387445003102407,-0.015387445003102407,1.0
2026-07-30,0.01676574369337569,0.01676574369337569,1.0
2026-07-31,0.007199869193782904,0.007199869193782904,1.0
2026-08-03,0.014242990614400597,0.014242990614400597,1.0
2026-08-04,0.01802895214665101,0.01802895214665101,1.0
2026-08-05,-0.0019965624761277834,-0.0019965624761277834,1.0
2026-08-06,-0.0015978064697251826,-0.0015978064697251826,1.0
2026-08-07,0.0061153280785064545,0.0061153280785064545,1.0
2026-08-10,-0.0002974431285415191,-0.0002974431285415191,1.0
2026-08-11,-0.003195199981383512,-0.003195199981383512,1.0
2026-08-12,0.0025046088948632583,0.0025046088948632583,1.0
2026-08-13,0.006977515074108265,0.006977515074108265,1.0
2026-08-14,-0.0019797506799419384,-0.0019797506799419384,1.0
2026-08-17,-0.004727362317670902,-0.004727362317670902,1.0
2026-08-18,-0.00675574496080833,-0.00675574496080833,1.0
2026-08-19,0.0020977847370853286,0.0020977847370853286,1.0
2026-08-20,-0.008399827926766523,-0.008399827926766523,1.0
2026-08-21,0.004091229991858514,0.004091229991858514,1.0
2026-08-24,-0.0029384361156037375,-0.0029384361156037375,1.0
2026-08-25,0.003195939766817757,0.003195939766817757,1.0
2026-08-26,0.00022200767959623668,0.00022200767959623668,1.0
2026-08-27,0.006552844629756693,0.006552844629756693,1.0
2026-08-28,-0.0022694869107554583,-0.0022694869107554583,1.0
2026-08-31,-0.002989548034258882,-0.002989548034258882,1.0
2026-09-01,-0.006870413937474118,-0.006870413937474118,1.0
2026-09-02,0.004436916429827686,0.004436916429827686,1.0
2026-09-03,0.010468417941536634,0.010468417941536634,1.0
2026-09-04,-0.0038542322600894074,-0.0038542322600894074,1.0
2026-09-08,-0.005492178930014524,-0.005492178930014524,1.0
2026-09-09,-0.004647717444469568,-0.004647717444469568,1.0
2026-09-10,-0.005994275703456675,-0.005994275703456675,1.0
2026-09-11,0.008524301461116268,0.008524301461116268,1.0
2026-09-14,-0.004461653484890693,-0.004461653484890693,1.0
2026-09-15,-0.004586752409134642,-0.004586752409134642,1.0
2026-09-16,-0.0044098804847823025,-0.0044098804847823025,1.0
2026-09-17,0.011338753705953053,0.011338753705953053,1.0
2026-09-18,0.0012869590529585029,0.0012869590529585029,1.0
2026-09-21,0.015504992215651825,0.015504992215651825,1.0
2026-09-22,-0.00015513266604716414,-0.00015513266604716414,1.0
2026-09-23,-0.007202161019229769,-0.007202161019229769,1.0
