信号,总次数,T+1 胜率,T+1 平均涨跌幅,T+2 胜率,T+2 平均涨跌幅,T+3 胜率,T+3 平均涨跌幅,T+4 胜率,T+4 平均涨跌幅,T+5 胜率,T+5 平均涨跌幅
底部买入(Buy 9),877,58.01%,0.33%,54.93%,0.28%,51.73%,-0.00%,51.93%,-0.04%,53.40%,0.11%
