Date,Clenow 动量 (Stocks on the Move),Minervini 趋势模板,HQM 高质量动量,"多因子动量 (FIP+偏度, Top5)",RSI(2) 均值回归 (Connors),动量 12-1 前 10% (Jegadeesh-Titman),52 周新高接近度 (George-Hwang),低波动 前 25% (long-only),低贝塔 前 10% (Betting Against Beta 多头腿),残差动量 前 10% (Blitz-Huij-Martens),短期反转 周度 10 只,12 个月季节性 (Heston-Sadka),一致性动量 (t−7..t−1 与 t−6..t 双前 10%),历史新高趋势跟踪 + ATR 止损,本仓库 C20 成交额加权 (strategy_final.py),本仓库 v6 动量 Top20 + 趋势过滤 (momentum.py),SPY 买入持有
2011-12-21,-0.0024300039863004597,0.006052684043921307,0.004982625757347685,1.9841269397782899e-07,0.008556289446591325,0.0014553127449494817,0.007423855482773627,0.008753549768351826,0.010420734440424267,0.008744645332471039,-0.006228970889923996,0.010853242412699667,-0.0035279069287195318,0.005318236278562458,-0.0013739640532429178,1.9841269397782899e-07,0.001935927173360552
2011-12-22,0.006760827761738182,-0.0012818695757789845,0.0009100636169950436,-0.0009998015873060222,-0.004994609501887835,0.0051893882546329186,0.002117580423053575,0.0022109267599521873,0.003364625660644074,0.004483711064981728,0.029105188207418996,0.02414608777945982,0.004770991297438571,-0.0015272888206523312,0.014042402555672316,1.9841269397782899e-07,0.008859152072068222
2011-12-23,0.008278805994661046,0.011777647991723744,0.009462809113392742,0.009956268572114194,0.01485942583020671,0.011180677976691658,0.00987025061263785,0.008404241091951727,0.028423129045430054,0.007563483968002858,0.0008887297060416589,0.00946036892056696,0.010601218011539161,0.00997373015377791,0.007744821004340545,1.9841269397782899e-07,0.008940807689608476
2011-12-27,0.005173512163550286,0.005124781905608718,0.00426320305266757,0.0065899962032083,-0.0003120368277605359,0.005233337860767,0.0046204397297468,0.004080422327023801,0.0009214983247171436,0.0033723714028152567,-0.0019340624388415324,-0.011780162511632598,0.003584742945009417,0.002321923125478304,-0.0019083410377878061,1.9841269397782899e-07,0.0007911246978273834
2011-12-28,-0.008754263922675925,-0.0062304007365986715,-0.010226235306266965,-0.014926324675352771,-0.011564538922665676,-0.012027135645639796,-0.008102281843535546,-0.007679116164254058,-0.003743580636005575,-0.009317354503981402,-0.013029469697511262,-0.02421623192589449,-0.012331570591239509,-0.007701072764006879,-0.014867207458526356,1.9841269397782899e-07,-0.013122973503991497
2011-12-29,0.013047536730835326,0.0074810333269190645,0.009633665271963663,0.005349386928559163,0.02181201640584002,0.00924182493189116,0.008151131633269408,0.008205740370989192,0.005102704930532488,0.010065387364763192,0.013320506996580151,0.019820526898479823,0.008388267599137862,0.009155410991279853,0.011677177174820225,1.9841269397782899e-07,0.010333490901502929
2011-12-30,-0.007351433150196524,-0.008717460014215967,-0.008365942425429675,-0.006986343231717487,-0.006462473030726846,-0.008119512647017584,-0.006778467271072363,-0.005682047481784562,-0.007476908790964877,-0.005970785958326804,-0.007004077292952059,0.0003618689734147993,-0.0070911551288957,-0.005338387629812096,-0.0033907834107562967,-0.0009998015873060222,-0.004915833005301518
2012-01-03,0.007181388523140535,-0.005160476120779415,-5.839434384964084e-05,0.012234377496475466,0.0021925154233524207,0.0028250887490011535,-0.0010730645004271332,-0.0019232616636978258,-0.003621226993532994,0.003956572081870334,0.05182512505807622,0.026858705678420535,0.0060552379651074425,-0.0036738333276627477,0.021632791430100856,0.0023268130784832647,0.01593603340497962
2012-01-04,0.005197684148008451,-0.0020622123239603437,-0.0006139862192691485,0.004478935379593286,-0.00174374257153841,0.0028613222416794737,-0.0021948643275894013,-0.0028060651360325654,-0.0024647276231529285,-0.0025075342496287474,0.013522734963367524,0.02027252329471467,0.0016129224209403554,-0.0039328458746633625,0.0030793750795997795,0.005280739110913769,0.0015690924156981367
2012-01-05,0.012800762336997631,0.006531780051867216,0.005989242638090783,0.014919344247040854,0.0029345140033461455,0.007905002069905168,0.0033984428602357353,0.001301805438878007,-2.512657353583806e-05,0.002881336455400567,0.0021184531237796998,0.0023313013825266146,0.004588112881492299,0.0014110196836399627,0.005707434997690129,0.00954189564541781,0.0026623993447920657
2012-01-06,-0.00280017867160176,-0.005676043386044192,-0.003717383740675807,-0.0061350632985562445,-0.005349238193715842,-0.00475698702215026,-0.0033087592110684185,-0.002063769934991241,-0.00410576682105652,-0.005638816716558368,0.0011383640988851867,0.01246348054337943,-0.0026935660601153212,-0.004973356543014325,0.0002229741291019853,-0.004949009739181394,-0.002577367542206832
2012-01-09,0.0020499669229901013,-0.0028613112603569826,-0.0014307099940433824,-0.004886884916179944,-0.00042511054572857726,-0.0009580689870914324,0.0007233196630825342,0.00018585268583657847,0.00118136225599956,0.00031773993643193545,-0.003272349811711362,0.03131561964867392,-0.0005896650859426822,0.00040496158073182733,0.005296051195485526,-0.004455761626266291,0.0024274688555383506
2012-01-10,0.009652418430177685,0.006501869161721774,0.008041717578201433,0.004759587815204232,0.010634214371185866,0.004591220123676381,0.006250185899788608,0.004983726971322679,0.004732180428633247,0.004218915335514456,0.008557307327964763,0.003539857452329422,0.0037569205211080456,0.0032320282814809016,0.012261522732514709,0.0036917971731132795,0.008670233753346857
2012-01-11,0.008552798669099682,-0.00022971416076679007,0.001698555228327934,0.004899597339873484,-0.005658271587764687,-0.00579732966629665,-0.0021080842717652905,-0.0015730324738514902,-0.004802153548895416,-0.006765480837981995,0.00019545097220256867,-0.005168415549612138,-0.003317589070128818,-0.00038733984068700417,0.002787673746064481,-0.006246440478504626,0.0005420441376402518
2012-01-12,0.00239727430329463,0.003471767368657485,0.002096057603630336,-0.0012199827666563988,0.0033961196009839826,0.0034512980361870657,0.0018299701641845696,0.002856513309081561,0.0017271487423243571,0.0010915770790346066,0.0024067383671031017,-0.0004996159677764366,0.0017231978662497096,0.000218455976223025,0.0030844885596770268,0.004354092275931901,0.002399703203025405
2012-01-13,-0.004726029283899717,0.00020806778759544772,-0.0011106627130953064,0.00697415544217493,0.001359211710174999,-0.00012206542964652444,-0.0015394437276082943,-0.002606155916689021,-0.0017500184068131592,-0.0017549647278571662,-0.008398672620009545,-0.001527255460659564,-0.000866363632644698,-0.0034167486441810313,-0.006617021408846941,0.0007789434722603157,-0.005173455566546248
2012-01-17,0.0020375225039616523,0.005479981491406126,0.005052625854989191,0.005537775778736415,0.0006656413015838132,0.005755600771234249,0.0037156274237803624,0.004097201187274449,0.00423602080551984,0.003408182749776642,0.0038541603127596144,0.005714287836882001,0.007090272144693531,0.005845044181478921,0.0011718904619001879,0.008736603285858992,0.003880708981821357
2012-01-18,0.01490043244596452,0.007901087486808886,0.008386508833363265,5.972286674673266e-05,0.014451961738779412,0.0053337569133668356,0.005453858634167303,0.004707912338264817,0.0033743219345930752,0.004906902272655892,0.018052950570000517,0.02577945253755911,0.010592290979962359,0.008687406426799847,0.017188810642217455,0.004670079668451821,0.011056186220091968
2012-01-19,0.007938516777642395,0.00012217501112245363,0.00037754185609735567,0.004298836801326421,0.00798864568057468,-0.0017176911969046442,-0.0002627714333519373,-4.948637806902061e-05,-0.003980884347124916,-0.0023375729971605026,0.020918030615111285,0.011163717163094172,0.00035780331901052466,-0.0008202580427188376,0.009243408837030136,-0.0020417352005532878,0.005276428704675595
2012-01-20,-0.011855405950419355,-0.007782946035377684,-0.006665636298551799,-0.009581073774512538,0.00037211857167964433,-0.004018047323565188,-0.0016606592903306242,0.0006971080411300769,-0.0020404393974626147,-0.00254827376779655,-0.014748352271721029,-0.009389459390942156,-0.008097093016387547,-0.006695985628408457,-0.0021409747133862575,-0.01093819328854321,0.003727207808235322
2012-01-23,-0.0026396141661183324,-0.000552794541266885,-0.0008744807158297955,-0.0026148489794169854,0.003919697670352917,0.006940201956426493,-0.0005125438708258063,-0.00042085675656271856,-0.0021241774110303526,0.0036318438560299154,-0.002124033339741604,-0.00905216233053185,0.0013357537167901683,-0.0012971027344575216,0.0002484798509945037,0.010693301605797489,-0.0025764227586472233
2012-01-24,0.004753138505231118,0.0025546896196263695,0.0013783567820623802,0.001150731990547858,0.002899025207428621,0.0010851354045133743,-0.0009142244414789498,-0.0023649498592077734,-0.004400522896998712,-0.004578566539447511,-0.013824034020988755,-0.001859009324083932,9.508488439749572e-05,-0.0004475001702560185,0.00043970770803883547,0.0005397456912703586,-0.0011398813742455882
2012-01-25,0.005507421968666882,0.007051776276324054,0.007863603054369018,-0.008201499464727865,0.01516791676535581,0.008086820825035994,0.007871368883764492,0.00859611523114915,0.008778846951042894,0.011205523458933319,0.016253691252108585,0.008914515530299408,0.00835645036268344,0.005832721490057004,0.009386919808035016,0.0075528950788098315,0.008367645931133927
2012-01-26,-0.011985476578991216,-0.005701294673129108,-0.003402622966695244,-0.015009203372368104,-0.011230573935571815,-0.01185322645283458,-0.002890495280122275,-0.0011787963318757662,0.009114935140599986,-0.008024730976176866,0.004020834483501835,0.03808837373706414,-0.00447598844106054,-0.0052207371350180085,-0.0004090417069069288,-0.015787900935527815,-0.005129875121004268
2012-01-27,0.002094843240212135,-0.0012527875185546966,-0.0036793937702468745,0.0035994682217079643,0.003885067191839356,0.0011768452652903983,-0.0043140534339457855,-0.006983534070268492,0.0009623092435763082,-0.005627151357476135,0.01662374975725745,0.020845584845863012,0.002274817981453894,-0.0024024552935131387,0.003598443594629442,0.004081801609997375,-0.00045482507597771615
2012-01-30,-0.004961984271115281,-0.0023477161536716675,-0.0033139369110114256,-0.004742708067849809,-0.0008834406850990656,-0.0014897877609490484,-0.002586481521900382,-0.002489914465020273,-0.011711139993570409,-0.0033902238116325523,-0.0010187433199517655,-0.0006592376504396542,-0.0032605909333411863,0.0038407566016564207,-0.0038132715705862107,-0.0022116257351604716,-0.003414047189204461
2012-01-31,-0.0037341527306028266,0.0035436555448633156,-0.0033217850495299425,0.0022278490564071963,0.0010950437430375219,0.002790853177319206,0.0019022178146765449,0.0015698597414638487,0.0008398638187862787,0.0016282824500492528,0.003248055106026183,-0.014339218335424859,0.003440553296763344,0.0004942480401835524,-0.00027618411564986204,0.004745441829143871,-0.0003804549137697011
2012-02-01,0.00982534946306498,0.007126367352405712,0.011948094317743423,0.018308933876820015,0.01346654634635908,0.008442383461773922,0.007962314292280672,0.007567679124159304,0.004312052803069211,0.005745523217280523,0.008581655101894268,0.011684090608848051,0.006683289220586778,0.005424694337148178,0.010249086222971321,0.008257281932822613,0.008757241852265008
2012-02-02,-0.0009323181546891676,0.0015267204343751865,-0.0037081024412436705,-0.003506989448185859,-0.0011469957233049494,0.003073544002560708,-0.00043262307556286866,-0.0021061057059997747,-0.0008914794074016797,0.0017530507605991775,0.0004349377539098185,-0.007017022473069838,0.006401069108876166,-0.003926516461699963,0.0022766368671689164,0.008359148382008033,0.0015852065030401707
2012-02-03,0.025805958592376686,0.012386503741908084,0.018757283039449096,0.019519963138947213,0.017301290126022002,0.010609932721206021,0.00968859184661643,0.006447579733375945,0.002053825842661252,0.009166102641318438,0.014563494260587699,0.02016613365121405,0.013328284768322731,0.011029327332683586,0.018855361233659346,0.012901045102096486,0.014018570931874974
2012-02-06,-0.002753869900441593,-0.002258462602073241,-0.003330188608889932,0.0026337048393036454,-0.0030188373378478824,-0.0032876770478796873,-0.0031514104423055684,-0.0028608129928868508,-0.0025090854592305883,-0.002533122916891858,-1.3441444408813239e-05,0.000908573387737904,-0.0024286522144304455,-0.0014509075138901698,6.510493576051667e-05,-0.0041837633501659805,-0.0006686394139153728
2012-02-07,0.0031678629911215364,0.0055540577331575705,0.003023693043860419,-0.0008273581662909231,0.005268889879519119,0.0054731364025250775,0.004497990734458873,0.0036171817694198357,0.0018708093447674522,0.004233688484021694,0.002543378628244792,0.004762353404993333,0.00574819472880765,0.003618507968903082,0.000637379787050058,0.005932034195380677,0.0025288083306505005
2012-02-08,0.0018185451827028563,0.003859450595708783,0.0023485780134381183,0.024142239286244024,0.0048935082723229745,0.0022859700375666052,-0.00014814334718333936,-0.00031979622821273827,-0.005860257614898383,0.0004726937417990502,-0.0012752104984366012,0.0042866972067178485,0.0015206330795671471,0.0010313633414937933,0.004416057652412778,-8.271207453148383e-05,0.0029676544435792707
2012-02-09,0.01008793326389637,0.0028858069292684325,0.004416453557857582,0.00105241511837532,0.001727382784610741,0.004094045026485364,0.0018237942606224031,0.00044060310077365073,-0.0003706540794880808,0.001859520464998722,0.004916463184385945,0.007067671103480092,0.004943247804717216,0.004285805775481408,0.0024956890957898246,0.006798793274474876,0.0012571553321583107
2012-02-10,-0.007390209748199059,-0.0028283084678780534,-0.007242915903675246,-0.0022712720582168883,-0.0011524745136497422,-0.003202598243607225,-0.004060761722166264,-0.004124546387037437,0.011994244720864345,-0.0025145859777998946,-0.020186996027509008,-0.011367391653570614,-0.003680051579701326,-0.0034581458473883476,-0.008755650504095786,-0.002568148724929145,-0.007387496086322387
2012-02-13,0.012915746248309727,0.006209700500253504,0.009683096378605498,0.011921021377820478,0.0110745720477252,0.00524946952637053,0.005621508193149537,0.0022208108817292093,0.0016706566812237284,0.0027405743227309634,0.004401187577383337,0.0038868025509938044,0.006214917841137013,0.005912127878589096,0.006779451113238636,0.00865018626255106,0.007442477358682087
2012-02-14,-0.004674872224230943,0.0011111999698491424,-0.0013874301447292206,0.006212212741771209,0.0004304842794156634,0.00212605103842098,0.00048783448785938123,0.0010019954703105129,0.0014075217116924573,0.0002676651672783967,-0.011028292686056831,-0.0020617696784767754,0.0027759540754648793,0.003916387526055384,-0.0018716060994291561,0.004135675515461334,-0.0012555768769925146
2012-02-15,-0.007199883500218307,-0.008039332290960944,-0.005580903567280266,-0.007765867468660412,-0.0035667562053628248,-0.007148363420311008,-0.0057753132741415495,-0.0043510180697467335,-0.002429428228570195,-0.0037942921727672167,-0.010255606709726833,0.0031399223256341783,-0.006860949253116311,-0.006977024843437668,-0.006410252654008744,-0.007550780027059167,-0.004660300448764532
2012-02-16,0.010513657181503912,0.007854117273692618,0.008815385019767027,0.007209561894589359,0.01009559667051249,0.004793008051723369,0.007367761378515105,0.007489642544788415,0.0060557598871539,0.007992700836996968,0.008469673946993293,0.010672076888513966,0.007355526739888678,0.005149481439595601,0.012277018803866748,0.008087359939320008,0.011073487958855655
2012-02-17,0.005134299055361656,0.00047595366733325635,0.0007053033423610997,-0.007372540351302084,0.004415623189107532,0.005556488420705373,0.002391836622378269,0.0030801807421117875,0.0017510970259176804,0.0033979704137069647,-0.003984861630722238,0.0018495748799524578,0.004831738323174013,0.0042671313894430294,0.0019753270208467963,0.004761705959176045,0.0026459570916019803
2012-02-21,-0.004688087879188474,-0.0040364913128146,-0.003976208379728358,-0.006359079119266267,-0.0009698408035912645,-0.0024265991753311036,-0.0028196576764993406,-0.0023106256528598154,-0.0035999202151185197,-0.0015108154148599806,-0.010103534246569248,-0.004165555604344998,-0.0022069954451104648,-0.0031658260772927274,0.000957311363274348,-0.0015265544947476355,0.00043993733202407626
2012-02-22,-0.006777141042651751,-0.0008188548203549193,-0.0021734219751161103,-0.0001689051451025261,-0.00083686832312813,0.0018743225788753395,-0.0005249935582067205,-0.0003928953208127844,-0.0010823724786380338,2.8688926031385925e-06,-0.011539221972026559,0.002187555378309463,0.002213895430389533,-0.0010043507911896958,-0.004929450236683054,0.004314428472478759,-0.0032244998508578204
2012-02-23,0.0053853407927049275,0.004422092751023379,0.005340141953978707,0.0083251203149802,0.009820805965607204,0.003279354032227509,0.002992618398826022,0.0028704485493273417,0.0029426492959087206,0.0021116672160830336,-0.0022125840260686386,0.005305849249140454,0.0028802374301751038,0.004080829600113853,0.0040287272602565856,0.002778600337413584,0.004411012804753867
2012-02-24,-0.0024487549926781216,0.0016147265285335634,-0.0016125583420564754,-0.0008872267668018657,0.0008806489456061354,0.006000130643553982,0.001831377048053983,0.003481025244676296,0.0015929527733156658,0.005646033794846206,-0.00834313577221325,0.0011607097377579645,0.004863623575390959,0.002549772470955889,0.0012748304733772608,0.0036635179192449807,0.0021955684275645204
2012-02-27,0.005066148505946423,0.004051015921276917,0.004566166559278193,0.009538669300845237,0.010650435553112417,0.003418146092300972,0.0013305051448200328,0.00038601577737084746,-0.0015192097850126405,4.292860943021118e-05,0.004010134507844742,0.00020233258488655233,0.0014384543604802162,0.0031391564172093475,0.0019614846729841214,0.004650609192309213,0.0016795910775910805
2012-02-28,-0.000957721203479758,0.002495446097492462,0.0027752560298773175,0.0034084600715311645,0.0026625735996078214,0.0021816127268758697,0.001239285593759874,0.0018020969096642775,0.003497954539735868,-0.0007196962308250065,0.009096237024106673,0.0009616819917172587,0.004290392158368754,0.007009096560826725,0.005811517247512593,0.004338301229382479,0.0029163048081133347
2012-02-29,0.0017301722523798443,-0.002506695927020192,-0.004183372119321112,-0.004563783080917695,-0.006565003276118491,-0.001719583562202416,-0.0014987345104701556,9.71211969311308e-05,-0.0014781831449965771,-0.0038171892881060715,-0.025316364658384737,-0.008603987510564279,-0.003620614408341046,-0.003493750366415848,-0.006462429085541347,-0.00599597807044668,-0.003925405908912771
2012-03-01,0.005023525403032958,0.008329676498743712,0.007179829742523871,0.015439658599974287,0.008030281951008288,0.009599016460445104,0.0053018205546018545,0.002827766501943392,-0.0029495781605312008,0.006152590596781795,0.00438481091662352,0.007093775284044688,0.007010675288048807,0.005593789796152262,0.007838357242629797,0.0092749322238391,0.005181887305087285
2012-03-02,-0.008504257308063114,-0.004840788311625725,-0.006184379862424375,-0.002445078021937698,-0.00600156117435015,-0.002495090290331021,-0.0022980118838913984,-0.0010547655374590946,0.00034073102858114324,-0.003172890769228418,0.0008107955310479632,0.002262154735238954,-0.002723117619429286,-0.003513560088588913,-0.0031813013025731116,-0.003121177432019803,-0.003049546463501751
2012-03-05,-0.0038317413897901347,-0.0005744632885608635,-0.0030835204280521525,-0.00013056303063642503,-0.01366115954337743,-0.00016888449008441335,0.000516769741221749,0.0028538317065808227,0.015478567967120927,-0.0009100921766636087,-0.023636667346274433,-0.013622703937862348,0.0010234728416149705,-0.003035851562671146,-0.007676662081960094,0.003611757820826084,-0.004078595118705675
2012-03-06,-0.023265170547452224,-0.01501706920243237,-0.02182151944174672,-0.018728365291443616,-0.014346786983252452,-0.013896563188001917,-0.012583909956275188,-0.007767658783252315,-0.003083151410611851,-0.014055429922702888,-0.02235536937987954,-0.02291459644578222,-0.011248705621617939,-0.015170643537595707,-0.018041033556940547,-0.012830317136604454,-0.014625098228701505
2012-03-07,0.019478009865770602,0.00971375666842339,0.014083590864792762,0.005018654569549625,0.009500277730368831,0.007774319431935274,0.00659964960228071,0.0034141355419535268,0.0009952605481006044,0.006533023801126381,-0.0005531994719170392,0.0026565592595678197,0.005760598921075357,0.004471762422161516,0.008965620295075508,0.008362822254800287,0.006975726141654759
2012-03-08,0.018684095665202717,0.01029893154776111,0.015847894551569135,0.010774344686055815,0.01247247825321376,0.01112095141750185,0.008687242482979167,0.005870840848379839,0.0035994062030367154,0.01146017973795976,0.0187485192915451,0.0185661984256206,0.00817812164822693,0.005605387155619386,0.011562972960159488,0.010506202691911829,0.009949230874262582
2012-03-09,0.01251570289662667,0.006002818258591568,0.009044045423371366,0.009819978428078798,0.0038119054791640656,0.004027725196758142,0.005112295817964927,0.0038038045289431844,0.0028543925979309607,0.005122316806684145,0.0024230457519787054,0.002118312102395765,0.0036802463850985545,0.006153321874273515,0.0036464937750892157,0.005805774041793733,0.003867243091866479
2012-03-12,-0.001795001415640857,0.002503950638043354,0.0012234249083107659,0.0025864866337539025,-0.0006847152605836035,0.0005128350909468315,0.003212656265700468,0.004916368785907201,0.0054706960489869835,0.0012446606562544588,-0.01350053095565992,-0.009241111200019572,0.0009280427793276258,-0.0002682359826612508,-0.001694237253550832,-0.0005737223000031315,7.342025690659781e-05
2012-03-13,0.019773269064253078,0.01343531560347474,0.016869994502032665,0.01653764159308644,0.006599251868202557,0.00977273960874298,0.012119562893060477,0.006678963850192735,0.0036224830412596443,0.012895178580303143,0.025565266675884487,0.016024674459660253,0.007813423590214995,0.009519482620766715,0.021698430796036658,0.008006602854027272,0.01802542487065284
2012-03-14,-0.0020874195804643876,-0.0019125921349798264,-0.0033455542292617937,-0.006263042695580886,-0.008590243045211285,-0.00037340570151705305,-0.003293008839406077,-0.0046733378008582205,-0.0042818687706595885,-0.003962490102843579,-0.006470891022340492,-0.006187246451495489,-0.003832360738275107,-0.0008406509416867583,-0.0010245286658664588,-0.001745640195633065,-0.001070900185228596
2012-03-15,0.01284499426159916,0.001580166238325012,0.005243308557937497,-0.00012501476740656473,-0.0012457831955605045,0.00031528354545783506,0.0031465836608962124,0.0007713919128286531,0.0003676688123016986,0.006089060419316927,0.013894562383843422,0.015298890050327602,0.0014581638309650487,0.002504562628114253,0.009441588432606623,0.0015667675049969038,0.005789524900952081
2012-03-16,-0.00618551124964819,-0.0032396100577767014,-0.0036503026273250324,-0.0031758428194480796,0.002053118311166925,-0.0021854923463112868,-0.0017045719545054462,-0.0022399478173565517,-0.00188093440828185,-0.0025335589738354285,0.0062907554438657795,0.004977275045045397,-0.0016168240656868505,-0.00020284891248384873,0.0028850263573271875,-0.003637952487812866,0.00138453518066739
2012-03-19,0.0004081947119482637,0.0028514113522606155,0.002258349010980677,-0.003063415171673937,0.005209611542301275,0.003814258270739194,0.0023451528788433454,0.00016309461410962694,0.00014742415499300923,0.0025187192134635515,0.004789872277542362,0.012160139037621698,0.0031734880159180316,0.006056999285757986,0.004620443996705595,0.0029705315357688618,0.003920464822180225
2012-03-20,0.00017111596564427714,-0.001307273418694046,-0.00183384686533424,-0.006747593115291135,-0.0014323603588087717,0.0010168777010301786,-0.0011940230225817056,0.0001340830450802694,0.0012506107831271004,-0.001641583946274697,-0.00174270617952808,-0.005863540341338139,0.00048026563591315445,-0.001686106687582536,-0.001150848314461751,0.000495875240065938,-0.0029112950607564914
2012-03-21,0.0037924715741204356,0.0006350595746558341,0.003035482765336489,0.004533795574096566,0.002017085670079401,0.0014833310035572262,-0.0002457063244167536,0.00021447488355621225,-0.0008480120224724073,0.00077336011263947,-0.0026241284229823,0.007655045010323541,0.001931918777967573,0.0004943509535638123,-0.0008325809665049744,0.002988664873335684,-0.0016377263589985036
2012-03-22,-0.008031045246931436,-0.0034476590110088046,-0.004131200262360074,0.0020317899006832823,-0.011621482796295076,0.00024535421333844113,-0.00273125861963358,-0.0002709549347493869,-0.006119735816511576,-0.007132714023011796,-0.015508310634288511,-0.005093380178608212,-0.0004875753721117152,1.5516884217959707e-05,-0.008402817761384908,0.0026273759474613315,-0.007203248389454409
2012-03-23,0.000700242055437306,0.0004484540723972934,0.001600989023960075,-0.0004769696736643806,0.005730066014352322,0.0006513684466245711,0.0013147259835415768,0.0013547729649235037,0.006172575107384544,0.0012920963629444672,0.0042288287503035255,0.0043185656800609745,0.000836990211083094,8.650829993004939e-05,0.0043957473616097215,-0.0007635072156971228,0.0032321747530417166
2012-03-26,0.014539033901937143,0.015142255329201122,0.016184268940765904,0.02260620709917073,0.008377078299546486,0.0156652105225725,0.013106738814324127,0.010863248534057143,0.0064980522965759095,0.012392031297492674,0.005794214714388258,0.0162931851827768,0.016310608137392116,0.012903698761342949,0.014857216606964114,0.018438768849648804,0.014035784903152715
2012-03-27,0.00043417647028054583,-0.0011948296509983398,-0.0006038000192558096,0.00022748141934028718,0.0036288942646329338,-0.00016966040796499604,0.0006613658794678964,0.0014940195458654217,-0.0049847132167980925,0.0014981300173939898,-0.002474430693414562,-0.0053302404265635085,-0.0008970871161699951,-0.0007254996211596596,-0.0038697723676664806,0.0004807089301442477,-0.0031073296753306723
2012-03-28,-0.003578094145620786,-0.005550261311127108,-0.006851317325371369,-0.006298784880587958,-0.003925226582911292,-0.005760007955859318,-0.005393146292981335,-0.005009013455340946,0.0026670844610083744,-0.004178779099072614,-0.021301015336316974,-0.015305904734672002,-0.007391697467936902,-0.005977939813209925,-0.0053066641310837576,-0.005949193087732613,-0.004958244117964972
2012-03-29,-0.005725410042278998,-0.002735072404701468,-0.0015051520499106343,0.0032303895097288765,-0.011520687800846485,-0.0006532190362069155,0.00025357919566317276,0.0004983357662757123,-0.0003458899711715793,-0.002638306140444558,0.002328561831555293,-0.0031875669634256077,0.0008741555922883233,0.0011471491007084228,-0.0032395307672949338,-0.0002912085386183061,-0.0017089665901637296
2012-03-30,-0.0042100117886378725,0.0015557399016542953,-0.002812189884189762,-0.004570373905862346,0.0035801193485051645,-0.00035573647442745413,0.0028747812993328496,0.004946698567371494,0.004752515406917589,-0.001966184199303506,0.000179361295064765,-0.0005285650054808464,-0.0004717925949313639,0.0040446439928635124,0.0020521162922349234,-0.0030823196637246794,0.004136094168327498
2012-04-02,0.006108031593197031,0.007115516943943848,0.005433746770674765,0.012355217739889408,0.006368329254024311,0.009832279956913085,0.006415006812080606,0.005520101976070195,0.001963892049131861,0.006616369044747659,0.004778648545192932,0.008073936731851108,0.008175356599386063,0.004846470610075651,0.0073053344133605595,0.012685943428750103,0.007314902927026079
2012-04-03,-0.0014196489049085209,-0.000687405050051789,-0.00010687471071379827,0.006581878116854914,-0.011776485592380762,0.0032289205342494937,-0.0008610276784687689,-0.0017968519978856143,-0.000680177854694108,-0.0020594744370662508,-0.018840537507399405,-0.002112036558943186,0.00100402187936499,-0.0006187422285978961,-0.004519523388967025,0.0022760270417603885,-0.004089145655679194
2012-04-04,-0.011754762754097531,-0.009821206022749149,-0.011374309992225856,-0.007582251926614967,-0.02205506951768398,-0.008542774254347449,-0.007858464359541455,-0.005031819417205759,-0.0022499409337481584,-0.010072542976073334,-0.02462567583903616,-0.012771660460269875,-0.009272783276906147,-0.00611414900651758,-0.012446016709411593,-0.007393583065057427,-0.00991086425309129
2012-04-05,-0.0006909524513405509,0.0014921494576495,0.001103497374342368,0.007152248532125879,-0.01086250806526189,0.007776720797705142,0.0009415247051999152,-0.0007918873841392962,-0.002900094926463724,0.0037341692560190366,-0.010668514637806383,0.0011205929693735514,0.004765677377466603,0.006978988806294662,-0.0004023542144073602,0.009447968867906584,-0.0005007278950709404
2012-04-09,-0.014030300074006177,-0.012025812737531585,-0.01165066448514444,-0.01326013958191036,-0.008341864340960774,-0.007993054075183645,-0.009709162074663012,-0.007781035426603501,-0.005814752400527999,-0.006762101215588683,-0.017031502616967224,-0.010091829409942944,-0.008096048272322246,-0.005846943015433754,-0.012290047892094667,-0.008869862245074602,-0.011230758594712897
2012-04-10,-0.030661330211251874,-0.01969323213014089,-0.026283595866972945,-0.032166198076119805,-0.0425461058413401,-0.02431772356036509,-0.018107640052485052,-0.013445353847680724,-0.00898040008603244,-0.02321488829103259,-0.013122848519884545,-0.019515013350169842,-0.021477887599414686,-0.02252666021384018,-0.019289475582017615,-0.026338651456702666,-0.016784608153733505
2012-04-11,0.01691499025397303,0.012113343152544802,0.01742223418335265,-0.006166489839318598,0.024132222945134323,0.014424810752877078,0.010248943682571933,0.0066392783052949475,0.0024923353883555934,0.013666331839068206,0.016113406461262168,0.009262295413569821,0.011815766491005877,0.0027016536072072004,0.008742161901908505,0.012991031577239062,0.00809385330034229
2012-04-12,0.01774836787531722,0.01305086526108908,0.016697371969986115,0.007206737975670645,0.020857979324082572,0.011468068659007187,0.011779610627602969,0.0056025114124404855,0.003945743208474924,0.011014739631495133,0.02462463188322911,0.014280210160270536,0.01081618553749665,0.005439957981543112,0.017601566314172656,0.012438085128581116,0.01306555794639297
2012-04-13,-0.014875285429557624,-0.007470615781174742,-0.00958082016622585,-0.006326491477594289,-0.011677459517608915,0.0008437240874438958,-0.0055259803462448555,-0.004516087478035965,-0.002963541601405483,-0.004000334259554707,-0.033108128161579695,-0.010699612828307042,-0.001168602570080677,0.002257478788306451,-0.015267618881403315,-0.0006926021862191274,-0.011888368544227146
