Date,Clenow 动量 (Stocks on the Move),Minervini 趋势模板,HQM 高质量动量,"多因子动量 (FIP+偏度, Top5)",RSI(2) 均值回归 (Connors),动量 12-1 前 10% (Jegadeesh-Titman),52 周新高接近度 (George-Hwang),低波动 前 25% (long-only),低贝塔 前 10% (Betting Against Beta 多头腿),残差动量 前 10% (Blitz-Huij-Martens),短期反转 周度 10 只,12 个月季节性 (Heston-Sadka),一致性动量 (t−7..t−1 与 t−6..t 双前 10%),历史新高趋势跟踪 + ATR 止损,本仓库 C20 成交额加权 (strategy_final.py),本仓库 v6 动量 Top20 + 趋势过滤 (momentum.py),SPY 买入持有,成分股等权 (月调仓)
2011-07-26,-0.006117925765345233,-0.006610403825504707,-0.007159352254246851,-0.0013370191510333291,-0.00902588514096965,-0.006005927183081838,-0.006254550973233193,-0.004398653020372274,-0.003088286361515083,-0.0031485318314524494,-0.006541987554294892,-0.0022465795446453968,-0.009493010148078889,-0.0023511924592916457,-0.003820554592878391,-0.00988072763108452,-0.00373585252434383,-0.005261724650276636
2011-07-27,-0.018331277676421093,-0.021250781554678928,-0.02589293798876478,-0.029199493293396585,-0.023068293291236816,-0.026203645278337906,-0.01771167734256884,-0.010968075190605208,-0.006787392115887095,-0.015262738429448423,-0.027413706170592907,-0.032570629692038375,-0.027221751215340456,-0.01759845657377464,-0.022557841719189828,-0.02763211668299985,-0.02047549680230709,-0.022456658548307213
2011-07-28,-0.0061832344353179546,-0.0015421815368355971,-0.0028223998881582446,-0.00018802692772669624,0.00024033451892495694,-0.005785487845610059,-0.0034932787778038316,-0.0060477794978330834,-0.0032744357361805688,-0.001828917055927541,-0.006038028058393392,-0.006291331596406744,-0.005317855248084898,-0.00210073697077072,-0.002447394867664671,-0.004435739984699137,-0.002909519346763423,-0.0038825072444765634
2011-07-29,-0.0011677325745180897,-0.005075001667173237,-0.0030856577155243606,-0.005575502889901587,-0.0010936658698129595,-0.003816181165382912,-0.004836568560873692,-0.0059879772301041235,-0.0074138222722864335,-0.008348646837186148,-0.0047900507025792766,-0.0031053293547173024,-0.006032659768410898,-0.01124152972589965,-0.005806584166946254,-0.0016123970238208537,-0.006834892809154058,-0.004559868998094803
2011-08-01,-0.004324434436054225,-0.007273447675310934,-0.008049209748761625,0.0017364508401954434,-0.01184989732856521,-0.0009694369353110612,-0.0060133924813415545,-0.005677268306119594,-0.0038832901721286076,-0.003189161034528491,-0.004988784795108693,-0.0014313980963888999,-0.003418828276644242,-0.005858368337449042,-0.003230797177855973,0.0024736135082675283,-0.00425275527831126,-0.007191395795005901
2011-08-02,-0.024948152024218292,-0.03262526831114691,-0.03122586124284158,-0.048398763121378065,-0.023316674230418583,-0.03692007287894708,-0.023999850601956606,-0.016923065820907923,-0.01447785411320388,-0.02708219230115525,-0.031471619041614995,-0.027621436442059652,-0.038493449202209686,-0.02960647946262955,-0.027618457436085563,-0.035074331272637704,-0.02554733321615732,-0.02894782802504772
2011-08-03,0.003153657661853568,0.005443675126614753,0.005749697241378495,0.005605894651691474,0.01104539843625139,0.007580398201414232,0.005492473025066004,0.0032558480897352682,0.003938252896616787,0.0027865558545559863,0.011622281766246164,0.007510620837978832,0.004672132281683642,-0.00921916796173261,0.0071624748732180814,0.008591569192053597,0.005418699588278786,0.0066886555653801315
2011-08-04,-0.04575629254818998,-0.05725400799498339,-0.058125121575956756,3.9682538795565797e-07,-0.031099416199537207,-0.06565746337792704,-0.04375187299596608,-0.03315074484352168,-0.03559137315946541,-0.05229261948551196,-0.06385887794919504,-0.04808449389692989,-0.07396752287818766,-0.0009996031746120444,-0.05144722358722911,-0.06249978942071774,-0.04684153146755843,-0.05084863766017822
2011-08-05,-0.0007285180941656233,0.00034855294592717667,-0.0006977565174484052,3.9682538795565797e-07,0.0022721478929788796,-0.003987685715852824,0.0029719577320141757,0.008096343482026279,0.01914098270357837,-0.0020907492665678197,-0.015037301995798516,0.005428788698585958,-0.009060216202627702,0.011213142877031568,-0.004795917786990203,-0.0022214538505279597,-0.0014969526852655068,-0.001393798840317223
2011-08-08,-0.05313770777457377,-0.07682990608254264,-0.07741218834673075,5.95238081933487e-07,-0.07099537198493776,-0.08791718476776973,-0.06451289358367399,-0.05285392679835671,-0.03782742894222724,-0.07147937047899276,-0.08213789209434642,-0.057755427843005545,-0.09378736828793914,5.95238081933487e-07,-0.07357389922022445,-0.08276319322084875,-0.06512317994940642,-0.0727156771365959
2011-08-09,0.04491173990830005,0.0511506871390523,0.061636183398124156,1.190476163866974e-06,0.044718627301657196,0.06829987453662786,0.04742277907995321,0.03768104250023217,0.03160826900517558,0.05610290470534087,0.09111966425052903,0.052476910718845846,0.07172940446302484,1.190476163866974e-06,0.053981639504122186,0.06836157119708017,0.04649907288730026,0.051662382408234404
2011-08-10,-0.017180430439761918,-0.03550169842433509,-0.030576430838655792,5.95238081933487e-07,-0.0355047862882517,-0.03251138643430258,-0.03296592678108163,-0.032670588441793165,-0.023199655313195556,-0.04176241372446871,-0.056945506486452045,-0.03314189980072449,-0.03748019322282434,5.95238081933487e-07,-0.04703222865550011,-0.03531401568801412,-0.044177753960779165,-0.04277778716374355
2011-08-11,0.03638704641664896,0.042059546307813826,0.04808500248223358,3.9682538795565797e-07,0.032608317370399306,0.05013253919049939,0.045692418656474845,0.0405017275661897,0.030907190831950003,0.04822562382958473,0.05723776290430038,0.03797537836704631,0.054730454889343846,3.9682538795565797e-07,0.0487778177653687,0.04688253515821361,0.04488416380650828,0.048603692576958145
2011-08-12,0.001717352705547462,0.008136915299846031,0.0106612789856298,1.9841269397782899e-07,0.006854991974671045,0.017918532305140074,0.007052596805813516,0.0035500242145173324,0.0031860345538871244,0.011320731445622813,1.3368834007942716e-05,0.007714431551125126,0.011460806710196211,1.9841269397782899e-07,0.004652653606539708,0.01392940755064449,0.00673314828746574,0.0054012808499698806
2011-08-15,0.002252419447089158,0.02181419572283052,0.019825529218541523,1.9841269397782899e-07,0.003963074656531287,0.016626107434124827,0.01954857404358839,0.02154732783103872,0.01683404540653668,0.023647155906671012,0.03533761177823212,0.014911541095675399,0.023881770979821013,-0.0009998015873060222,0.02162613308118467,0.019729171009182513,0.02116470274420834,0.02202671556212629
2011-08-16,-0.001484316129072575,-0.007489671071947224,-0.011460097134949939,7.936507759113159e-07,-0.004349496292481661,-0.01992335404985674,-0.007267133799795509,-0.0035053027095722075,0.08721494509688903,-0.010681464098701604,-0.021317193649415856,-0.016517207972157343,-0.02160281704099887,-0.01178722248663533,-0.012907802589972053,-0.02032531759663334,-0.008539230446365176,-0.0017720340483454503
2011-08-17,0.00012466542596726516,-0.015065624079687895,-0.004535972638467972,1.9841269397782899e-07,-0.0016860399321068531,-0.01299268792939416,-0.00030205749095562565,0.005269878093573233,0.002902509835745626,-0.0008583614304614863,0.003611468997490583,-0.00684997855079652,-0.007340137167918439,-0.001801014945778128,-0.0024626265615335023,-0.01694839305508719,0.0006691508071570151,-0.0019157032697142882
2011-08-18,-0.009955714028836717,-0.05606804017108104,-0.056967126293802475,3.9682538795565797e-07,-0.012624568759964698,-0.07011968575639907,-0.03857533845456764,-0.02479684817263815,-0.024707546765667363,-0.05485827566686022,-0.05359822780035294,-0.053271291736368416,-0.0720349555928534,-0.04884380933369853,-0.050257862885428106,-0.06859277110687453,-0.04311880044139749,-0.0488520378379389
2011-08-19,0.0003280913709020428,-0.019874959671904096,-0.019402374409644478,3.9682538795565797e-07,-0.030731689525641998,-0.02646793309215892,-0.011321947557016421,-0.007143087091910432,-0.003730648868384645,-0.014217585951957087,-0.020690827144064915,-0.014946747416522396,-0.028411165156757852,0.0037153691058819938,-0.01879555900389817,-0.026208202091077097,-0.016330472707641208,-0.014699317747180498
2011-08-22,0.001230222986089784,0.0014023555122080174,0.0007439310317043493,1.9841269397782899e-07,0.0022605956371766927,0.0020768820934789433,0.003217439271781043,0.002648004433674315,0.00661475010743301,-0.00014087847346187354,-0.022064317589224156,0.0045197396022896115,0.0011926382715552962,0.03494887597121199,-0.0015909153842364895,0.006141171669988515,0.0007992870864876878,0.0015982058551843475
2011-08-23,0.008273810949665119,0.03584240793229876,0.047580897306605925,1.9841269397782899e-07,0.053429893559148026,0.057419082437990196,0.03395763361882791,0.024914036951603158,0.01571404461011457,0.03730552986826774,0.05903103458120827,0.04772906873614436,0.05457679998340549,0.049129641561652226,0.03712630717337627,0.06027088845062814,0.03291049383452194,0.035278811447992615
2011-08-24,0.0005787555952423878,-0.01095919159389242,0.01155566352857875,3.9682538795565797e-07,0.006972931230094514,0.012755647004264117,0.013831597357916399,0.012998365361579448,0.006556356056563453,0.012034101610165722,-0.0009990556863541823,0.003046164849385653,0.013239688008667596,-0.020838087268936545,0.014745593400839412,0.007014269997948773,0.01408449379240273,0.015556689142401088
2011-08-25,-0.0035941973983863347,-0.009677642073835464,-0.01884973197402051,3.9682538795565797e-07,-9.960317461204435e-05,-0.020268003882779155,-0.016591763107180805,-0.01582200916150045,-0.01266398689076152,-0.018033310632974364,-0.011415108134994089,-0.01325975617544244,-0.021335575093693902,-0.009199797767618607,-0.012147930321819128,-0.01927191996940583,-0.015244122787213876,-0.01767952398341971
2011-08-26,0.005233179543740559,0.017332650262457155,0.0246717937854856,3.9682538795565797e-07,0.0016011882074557769,0.03179143185774803,0.015472064138816539,0.008377878230839585,0.014617409546832584,0.01989117116971024,0.028932843970158068,0.025399254318650533,0.03099903818965948,0.01394212549486427,0.017998723027253916,0.03658254751919969,0.014534129894509418,0.018260184055533375
2011-08-29,0.005597575756853543,0.030927688177666206,0.031331139781301545,1.9841269397782899e-07,0.01431275988737583,0.03600719636476689,0.025909959447306022,0.02237052098219705,0.015666358447821514,0.031180382522991913,0.038320339096191675,0.03004219406753331,0.040876761839617956,0.020623408299701072,0.032192852333877586,0.03587523381940518,0.028735989724623323,0.032515158061423084
2011-08-30,0.0030450297755784247,0.006192230352158175,0.01096799264375925,5.95238081933487e-07,0.0011305352832870269,0.01390197122262484,0.005131147687112951,0.001222159286609991,0.00358301716165481,0.005420808968908866,-0.0018097504765903882,0.014774537512174562,0.01092154775494305,0.003952374905099995,0.0028554802293063943,0.017893819388780513,0.002636580827629631,0.003230320312697168
2011-08-31,-0.0008762515032762029,-0.005763541132939204,0.0015990615114376268,5.95238081933487e-07,5.95238081933487e-07,0.001111996746860487,0.004693560610824238,0.004729804276462159,0.00394099673526431,0.0038658008058797006,0.007331476609782158,0.0026963587729237196,0.00366888009516034,-0.004404373538935587,0.005370048923039973,-0.00132352606781581,0.00443787805480067,0.006279017271461278
2011-09-01,-0.0012596281035150059,-0.006317957084050075,-0.009838903481360312,3.9682538795565797e-07,-0.0009996031746120444,-0.012599970105790486,-0.009093088176623838,-0.00776528712005072,-0.004959619985758298,-0.01017842899759924,-0.013714783692502213,-0.0098019100602402,-0.013465158839919323,-0.0031530738319179557,-0.014107062483253377,-0.014724561373417627,-0.010473093950268741,-0.013837824253605068
2011-09-02,-0.0034230348802837406,-0.020215566273557483,-0.018169843068919604,5.95238081933487e-07,-0.01598711266039631,-0.030811825555892923,-0.019436955396391578,-0.016504580234216276,-0.014764953335416768,-0.0272487847337931,-0.029627271051293428,-0.03799075710564204,-0.03534153150803861,-0.01015275636737709,-0.030195965981980454,5.95238081933487e-07,-0.025549586387277223,-0.029193538954187415
2011-09-06,0.002058752469565999,0.00041802681299903,0.0027089484655213533,5.95238081933487e-07,-0.0022220218198587675,-0.0036500720965832183,-0.0032670977820739937,-0.005795235141190092,-0.004651154626339949,-0.009283930440171388,-0.01667068423899388,0.0030524483165444466,-0.006966312327031173,0.00378508690083235,-0.007796737606996054,5.95238081933487e-07,-0.007297549879505039,-0.008647538470418385
2011-09-07,0.0009603678691069943,0.027503334564658338,0.02514566794228439,5.95238081933487e-07,0.017071735396855338,0.03444814513049255,0.024694271476280748,0.020391545303675294,-0.010931585493560728,0.035341022823694695,0.03801323652644018,0.03156472195199798,0.04278276012438084,0.0024219053676101812,0.03233329336224975,5.95238081933487e-07,0.028207573324054103,0.03230796298662234
2011-09-08,-0.000786772021900709,-0.004436161285667484,-0.00402093723842482,3.9682538795565797e-07,-0.00994890072047383,-0.011945936921477602,-0.006984015275897742,-0.005426534737421974,-0.0015499417263468852,-0.01055258845027127,-0.027229201144739923,-0.016382147824793077,-0.012972936463130885,0.00723682577195764,-0.012466200235045577,3.9682538795565797e-07,-0.010391534647334333,-0.01315846594673472
2011-09-09,-0.007518095743349253,-0.027518326069209616,-0.02543892068544769,1.9841269397782899e-07,-0.0019407976799415982,-0.032538462425839375,-0.02647015089302496,-0.022627008075500797,-0.018613810336988702,-0.03364080122270519,-0.03116719789720459,-0.029478247694182426,-0.031437594026514415,-0.021603560378566623,-0.027906348146928696,1.9841269397782899e-07,-0.02620959528339384,-0.027659231333067847
2011-09-12,0.0020619884196508027,0.004470559254925797,0.006671188970958992,1.9841269397782899e-07,6.94244876158353e-05,0.007435236828423832,0.005839296288204826,0.005326022929212488,-0.00292750924834858,0.005042729951047568,0.009724128749912393,0.018594422850061434,0.005373127262562255,-0.00469620745633538,0.008594876398114695,1.9841269397782899e-07,0.006470396261945899,0.005865657123521016
2011-09-13,0.0007500749530781229,0.013671216521655316,0.012438692608926182,1.9841269397782899e-07,0.01746316223381056,0.016284232925084182,0.010659648968998101,0.007264255757491903,0.011807558226806136,0.010214191144564812,0.017487948453972238,0.015118348213354744,0.016699809028523686,0.003121766783124258,0.010646455178832878,1.9841269397782899e-07,0.009171025438738711,0.01334084174514294
2011-09-14,0.0017756861287761207,0.014172694756525463,0.012381036366519136,1.9841269397782899e-07,0.014938877946996292,0.016645895545509756,0.012347340796333667,0.010959172475872116,0.00815931850438052,0.015178701301259836,0.007002790541461784,0.017909538247164618,0.018634055625827296,-0.001556233085301506,0.01416959241286676,1.9841269397782899e-07,0.013843897188618781,0.01565325838517135
2011-09-15,0.0004730678847231182,0.008098233096824725,0.010606466213116887,1.9841269397782899e-07,0.0013865791914237325,0.00848097461045208,0.013934225358551827,0.012771174315602802,0.010690675903983985,0.019555008680203975,0.007020136199141578,-0.008139718130254403,0.009989147807411353,0.000870091570058241,0.01579041082653549,1.9841269397782899e-07,0.017257131797690173,0.01687426901820254
2011-09-16,0.000604198533868069,0.004115748875826466,0.007268845076789267,1.9841269397782899e-07,0.002940958049411404,0.003714119511083251,0.007025233589373113,0.0063193968396934655,0.007153812238413482,0.00435945137089273,-0.011755530493268449,-0.0008275482273915093,0.00023066263254210918,0.008264415492218992,0.004082090172081558,1.9841269397782899e-07,0.005918718874097673,0.004168340544547477
2011-09-19,0.001951175631041358,0.00663762642994612,0.004068983694751771,1.9841269397782899e-07,-0.0007844123909038182,0.0003100098218804688,-0.004377903841330731,-0.006307578180437531,-0.00406948151807122,-0.013331631614316025,-0.03761961689891914,-0.01640127054502548,-0.01141485213403865,0.005462256720362448,-0.012172447556682524,1.9841269397782899e-07,-0.009957120369092354,-0.013227616459229366
2011-09-20,-0.0019121745764050279,-0.001146230331199016,-0.0008341514405826853,1.9841269397782899e-07,-0.011212707144246149,-0.01509622902550283,0.0013317427784870117,0.0057680871503484055,0.010310994787574692,-0.005393383933329787,-0.020724018680274094,-0.026782961810754746,-0.017084212804140526,0.007738746310928409,-0.007173847794292127,1.9841269397782899e-07,-0.0011636140496988912,-0.004244893994385891
2011-09-21,-0.0052107124119369005,-0.02679926739862649,-0.026163621584292467,1.9841269397782899e-07,-0.04106713375503333,-0.03230825186253504,-0.02807711297346093,-0.023342674865877266,-0.020888713414611484,-0.033373789767653775,-0.04367621969508623,-0.01648958403809981,-0.038830091467186106,-0.020907671003744202,-0.031160714624033067,1.9841269397782899e-07,-0.02945837280182162,-0.03414933014336065
2011-09-22,-0.006962840642815708,-0.02906146637058682,-0.025981303880605766,1.9841269397782899e-07,-0.03525023088959772,-0.04542293523716444,-0.02480266114282658,-0.01955811079789051,-0.011212431282516372,-0.040912355485833926,-0.04717868742195934,-0.03948431776186715,-0.04872084921465582,-0.02262714172949745,-0.03570971103017796,1.9841269397782899e-07,-0.03232437484933237,-0.033078753751033814
2011-09-23,0.0007658759975916841,0.005877913473270053,0.004441659329066027,1.9841269397782899e-07,0.004654748875430552,0.002926574423133302,0.006700315003120097,0.006658614790448419,0.0014282743846257303,-0.0021250950294507067,-0.0019336227832786928,0.010122198544220216,0.007395501578192408,0.001441041213048957,0.009391746014675888,1.9841269397782899e-07,0.006025161384332511,0.008418355658326897
2011-09-26,0.003713796957053878,0.018526633705796818,0.017243923250225508,1.9841269397782899e-07,0.022319204931926847,0.030227767914172317,0.016763390797339905,0.016493096441856564,0.012261896452597905,0.02751587958920768,0.02575629451523488,0.026747143186008626,0.024836963275863523,0.019416597382393957,0.024767838170090924,1.9841269397782899e-07,0.0237797013951766,0.023780352619084597
2011-09-27,-0.0009126145141029411,0.0021582681914057225,0.004537121743841247,3.9682538795565797e-07,0.0075268724304282065,0.01116539624219852,0.008503534866219577,0.009191270577998092,0.004385727607665505,0.014228561576577103,0.017989134666358007,0.0015924677876170143,0.012810109320929828,-0.0024205756936304104,0.009019499448957531,3.9682538795565797e-07,0.011184131634329963,0.012515967958806181
2011-09-28,-0.0022425077423728055,-0.016695524058854713,-0.018389633497462636,3.9682538795565797e-07,-0.016361660130486694,-0.025801532011815707,-0.019027015795013265,-0.014026474960872708,-0.011457143266131769,-0.025090852199993303,-0.05872997518715025,-0.017326578881896187,-0.03522665800875707,-0.003706756224110331,-0.022957069176090555,3.9682538795565797e-07,-0.020418549285483478,-0.024720118445494155
2011-09-29,-5.063493986687527e-05,-0.012604988437598745,-0.006580224979292433,3.9682538795565797e-07,-0.010159922491093216,-0.015509230001320854,0.0032489321303023045,0.009393468447122834,0.009410757376945836,0.008499646162379783,-0.02313655892637735,-0.022853804894049822,-0.006420877126417378,0.0014429293279445022,0.004523465257709913,3.9682538795565797e-07,0.007903321590865486,0.00823735122431485
2011-09-30,-0.0027438901173872676,-0.02275162571884539,-0.023274353062477854,3.9682538795565797e-07,-0.034219724268321136,-0.03755791897649052,-0.019547649301213336,-0.01090280514243001,-0.00654023737613026,-0.026404353838628894,-0.051633083169683354,-0.03391035849631174,-0.03616595246099828,-0.009599108558599356,-0.029670023878344838,3.9682538795565797e-07,-0.024989209544499347,-0.027480085246519355
2011-10-03,-0.0037399455157687005,-0.02986707967814471,-0.027515060206996445,7.936507759113159e-07,-0.028130452984207622,-0.037780225724732115,-0.028060260814962854,-0.021714260296146728,-0.017139102383283252,-0.03598680311235872,-0.04017282898220193,-0.030300515264419202,-0.04835676351689183,-0.009472245315652546,-0.03407500061603758,7.936507759113159e-07,-0.028457716530586485,-0.03481517848494072
2011-10-04,0.0018878265324029574,0.0189677027281437,0.00798024385147151,1.9841269397782899e-07,0.02773463881897599,0.026424409168652838,0.014627669381012919,0.009911234445384899,-0.001148826260058861,0.019604621537254955,0.04326608112049719,0.03608321524923592,0.03723189251517277,-0.004757538260291692,0.028919194943973957,1.9841269397782899e-07,0.02192297148258171,0.029305799284252438
2011-10-05,-0.0008070598267463978,0.009975362658489908,0.007767754374476268,1.9841269397782899e-07,0.014154223843356068,0.027652603241280573,0.010102747501955868,0.007276445101198684,0.003082813136478931,0.027111048642993428,0.04782160485426992,0.03233825489538865,0.033991835755796486,0.009677901805304647,0.02299828081873946,1.9841269397782899e-07,0.01851516415525456,0.021482791036663375
2011-10-06,0.0011576223460987565,0.01017969235837478,0.012002301785254974,1.9841269397782899e-07,0.021087876319674747,0.0266699023082486,0.016647028189905,0.013127794438413751,0.012391374485650088,0.015735736022930564,0.041008931660274646,0.03139876334828311,0.03052819923468363,0.005317096859206045,0.025023260672415084,1.9841269397782899e-07,0.01809122176810063,0.023024742117947333
2011-10-07,0.00010377882336472867,0.0016060315536377376,0.001059665267110968,1.9841269397782899e-07,-0.004632277484664948,-0.010761587829325315,-0.0036564818620849733,0.002017244717829456,0.010268540285363392,-0.006643954256621471,-0.031265283525817096,-0.015477537972844287,-0.014151988389450598,-0.0012203432511100982,-0.014620036423701434,1.9841269397782899e-07,-0.00669551452659356,-0.011670728816214497
2011-10-10,0.0015086744335128602,0.02864498867356039,0.025492627946916677,1.9841269397782899e-07,0.01711251572944773,0.040234950316691345,0.02953495111461369,0.022779165210328595,0.004805506977401544,0.03479905832307235,0.0351572424022687,0.043411522087998054,0.04412505330794823,0.011878827416454069,0.03747085705324278,1.9841269397782899e-07,0.033445350667052454,0.035078139772035916
2011-10-11,0.0009544241944759152,-0.005635344677493008,-0.0028529284961691485,1.9841269397782899e-07,0.000953255315167863,0.00415931259355244,-0.0034663599601496616,-0.004590565819151206,-0.0057163462692891845,0.0024671421211084022,0.004556465906273443,0.007674981978355469,0.004162031693208649,-0.0004849581887189083,0.0036397448894933634,1.9841269397782899e-07,0.0010036972345428552,0.00044739274265512697
2011-10-12,-0.0011251337210920391,0.000629460190882168,0.0011060355473203685,5.95238081933487e-07,5.95238081933487e-07,0.006655095202539794,0.004890026595374316,0.002073191170825662,-0.008815630676325101,0.006123637396723114,0.024054049380146155,0.010506163968567121,0.013999944220852666,-0.00014692807782995055,0.012836725480361477,5.95238081933487e-07,0.00877211713349113,0.011731551680526782
2011-10-13,0.0010919955819363666,-0.001109382468427122,0.001692061182609497,5.95238081933487e-07,-0.0009994047619180666,0.005363328910362,0.00047394277732799026,-0.0005436879184522235,0.005430798009343043,0.004885914876190356,-0.012253578216055836,0.003460613218267657,0.00018656392481799242,-0.005102182136152198,-0.004344820720177289,5.95238081933487e-07,-0.0019876970683047057,-0.0039849674816314126
2011-10-14,0.0007172826738951919,0.01296965471440667,0.01305188877563955,5.95238081933487e-07,0.013285983837686473,0.023400650954953302,0.014155052805678242,0.009390108918752131,0.005854952285587315,0.020157340452456443,0.00818793237858114,0.030742859576743924,0.023613890559238855,0.009249526984183134,0.019006823824440855,5.95238081933487e-07,0.017094025525618006,0.016478326738266123
2011-10-17,-0.0014545151529301113,-0.012149787016295125,-0.009699371279135519,7.936507759113159e-07,-0.005615622792577689,-0.018392851591156886,-0.013127522606939886,-0.00971452751106423,-0.007223136235680168,-0.020149619465919727,-0.02764633117243809,-0.024777543667271466,-0.02604024630033239,-0.012663511983091954,-0.02336406841986584,7.936507759113159e-07,-0.019091371565219006,-0.024493533475641083
2011-10-18,0.001116703031136028,0.013019113214907905,0.011170760952721757,9.920635068463902e-07,0.008390827509481884,0.01277033467792619,0.014789497808788818,0.012430594475705499,0.017556376541234868,0.023864755743114696,0.008660775769120211,0.02685867973608849,0.02291796003115867,0.0039045074571830286,0.025406908464676463,9.920635068463902e-07,0.019546004675022655,0.027654889448393047
2011-10-19,-2.2073742552064657e-05,-0.015199066903305459,-0.009134387599204352,7.936507759113159e-07,-0.008636461535793437,-0.01766959499338141,-0.008266906146077255,-0.0032229826233976097,-0.004340283190307102,-0.008918480517253486,-0.015126591487935085,-0.02329109198903579,-0.02035582880973119,-0.020451615802709728,-0.017749699762859457,7.936507759113159e-07,-0.011829120274037597,-0.01399137526060067
2011-10-20,-0.0006938210810563448,0.0054654984959172925,0.0022515564104557103,5.95238081933487e-07,0.0023778566288478273,0.006693995065337489,0.005350285117456622,0.0036844942956116697,0.0028496603921116877,0.005893774861937394,0.004452887625897033,0.004902483372727621,0.006911784880835266,0.00260543149399703,0.005931376587212397,5.95238081933487e-07,0.004375214180617482,0.007383261799687849
2011-10-21,0.003790756790478627,0.022326673228066668,0.01802054841600619,5.95238081933487e-07,0.016293808907765526,0.02086248031611303,0.01948567425055185,0.01749409925084142,0.013009869155431054,0.020560960608249246,0.019299422510212834,0.019709037050165933,0.022060410640523654,0.009058408689287518,0.019489834812672385,5.95238081933487e-07,0.018987771089120198,0.023180724741967158
2011-10-24,-0.00035342182693798134,0.013120544896482613,0.005724859920780308,1.9841269397782899e-07,0.017745436570956414,0.02636973847830848,0.008330861979097342,0.002073492047358537,-0.004401357178462115,0.012532312648079861,0.01475895141498544,0.023656053845349627,0.03175712931226941,-0.007368849225471869,0.020712426103715598,1.9841269397782899e-07,0.01226139671064086,0.018940700420851497
2011-10-25,-0.00027335426864710853,-0.021281903320811955,-0.014414979638256845,5.95238081933487e-07,-0.006143156002840349,-0.027016078130869797,-0.01645445235849381,-0.011317446720254183,-0.019300595384812658,-0.021503811037736048,-0.023893169357051113,-0.024443411572000986,-0.029430665844861908,-0.014251036754748246,-0.02905946523440575,5.95238081933487e-07,-0.01944416857307385,-0.024235869547478743
2011-10-26,1.1890200952796573e-05,0.00197042540434288,0.0035327887346835586,5.95238081933487e-07,-0.0001295294143893776,0.007784139796464373,0.006294212485743232,0.005332952325969611,0.012765066094839468,0.02012515663928706,0.002067872938013573,0.02109276321055654,0.02012101309783646,0.01111813231648921,0.010849164092059152,5.95238081933487e-07,0.010158417008597542,0.013264443146912571
2011-10-27,0.0019733541160603008,0.023832152250560602,0.023032319217838736,3.9682538795565797e-07,0.02402446630527605,0.03509610288806774,0.02669236685370282,0.02092801286553685,0.012892255285108435,0.029911176221545717,0.05164546361626337,0.042195732785820894,0.044866810546185174,0.025584641253916674,0.04516941335611699,3.9682538795565797e-07,0.034834830526643934,0.043027209617267366
2011-10-28,-0.00024606189821955635,0.001224198999837758,-0.00207131843433143,-0.0009996031746120444,0.0029570139571335583,0.004247234962237377,-0.0018987088792482335,-0.002224359448533646,-0.0015840767155725947,0.0028910278589798213,0.017347033285634344,0.0042725881485529095,0.007342019819986565,0.00017952984780998725,0.003887873855519866,3.9682538795565797e-07,-0.00023321233197237667,0.0018484476702432203
2011-10-31,-0.0004929376683632072,-0.01759786685351826,-0.01348099922567006,-0.028970451363170103,-0.0018744798030500796,-0.023137777445518436,-0.014995938896442473,-0.012910567099110645,-0.006287400342395201,-0.029115861133724514,-0.03398583499193875,-0.030700190869944785,-0.031175007441577057,-0.015484474614350862,-0.03093543477839351,1.9841269397782899e-07,-0.024105590020004897,-0.02804438058668275
2011-11-01,-0.001053707668189519,-0.01679757499690243,-0.017443783737540037,-0.009852200435058411,-0.00498366756094138,-0.02550708581501831,-0.020926148103393282,-0.02045635371324435,-0.01311261041956844,-0.02917888323662935,-0.021261245485515855,-0.0348231350315247,-0.03214522362749934,-0.02232808336761311,-0.03254583077023796,1.9841269397782899e-07,-0.02788859780404651,-0.030103808551191737
2011-11-02,0.0006959984926629946,0.014119597003476805,0.017594405432739785,1.9841269397782899e-07,0.00665860733521872,0.01363464261534799,0.012925738192189448,0.00924904921660191,0.006506887801276617,0.019190509992320713,0.00995484569694434,0.021801321404084317,0.017373318159195274,0.01319982480624923,0.018902891626561585,1.9841269397782899e-07,0.016311552926491002,0.018869611206780573
2011-11-03,0.000526821348901093,0.015954773162368395,0.012526481005980403,1.9841269397782899e-07,0.013818524858439582,0.011281971390535269,0.014415120610595897,0.01441038787932235,0.0032848260869405253,0.01928030636823375,0.023688982355660644,0.0347684189072512,0.017625114360526915,0.012701156553176393,0.02272482759755332,1.9841269397782899e-07,0.018227213466291525,0.019825246664686047
2011-11-04,0.0009041265628185136,-0.004222053001343934,-0.0043259828867186125,1.9841269397782899e-07,-0.010415809815058276,-0.004156313953387959,-0.005551301368313574,-0.0051435154606339645,-0.0005965376736203161,-0.006746140306070425,-0.010467862914602916,-0.007267022778747673,-0.00476237420177621,-0.007580000789149795,-0.007322587723203872,1.9841269397782899e-07,-0.006098806934282552,-0.004876492641637198
2011-11-07,0.0009032399299442268,0.0027840325315790036,0.000356537669504759,1.9841269397782899e-07,-0.0007818926163704878,-0.0005517154808975648,0.0053678252950338165,0.007959571474121005,0.007954512061258292,0.006383603952995439,0.01326060632972371,0.0033946787408842046,-0.0008447639467699958,0.0029222170087063724,0.005494976936463227,1.9841269397782899e-07,0.006216287977208745,0.003953017951540718
